date,open,high,low,close,volume,adj close,symbol
2025-06-23,478.2099914550781,487.75,472.510009765625,486.0,24864000,482.1488037109375,MSFT
2025-06-24,488.95001220703125,491.8500061035156,486.79998779296875,490.1099853515625,22305600,486.2261962890625,MSFT
2025-06-25,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,17495100,488.3691101074219,MSFT
2025-06-26,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,21578900,493.508056640625,MSFT
2025-06-27,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,34539200,492.010009765625,MSFT
2025-06-30,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,28369000,493.4684143066406,MSFT
2025-07-01,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,19945400,488.1508483886719,MSFT
2025-07-02,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600,487.1984558105469,MSFT
2025-07-03,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,13984800,494.8870544433594,MSFT
2025-07-07,497.3800048828125,498.75,495.2300109863281,497.7200012207031,13981600,493.77593994140625,MSFT
2025-07-08,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,11846600,492.6846618652344,MSFT
2025-07-09,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,18659500,499.52008056640625,MSFT
2025-07-10,503.04998779296875,504.44000244140625,497.75,501.4800109863281,16492100,497.5061340332031,MSFT
2025-07-11,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,16459500,499.33154296875,MSFT
2025-07-14,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,12058800,499.033935546875,MSFT
2025-07-15,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,14927200,501.8117370605469,MSFT
2025-07-16,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,15154400,501.6133117675781,MSFT
2025-07-17,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,17503100,507.6451416015625,MSFT
2025-07-18,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,21209700,506.0082092285156,MSFT
2025-07-21,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,14066800,506.0181579589844,MSFT
2025-07-22,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,13868600,501.26611328125,MSFT
2025-07-23,506.75,506.7900085449219,500.70001220703125,505.8699951171875,16396600,501.861328125,MSFT
2025-07-24,508.7699890136719,513.6699829101562,507.29998779296875,510.8800048828125,16107000,506.8316650390625,MSFT
2025-07-25,512.469970703125,518.2899780273438,510.3599853515625,513.7100219726562,19125700,509.63922119140625,MSFT
2025-07-28,514.0800170898438,515.0,510.1199951171875,512.5,14308000,508.4388427734375,MSFT
2025-07-29,515.530029296875,517.6199951171875,511.55999755859375,512.5700073242188,16469200,508.50823974609375,MSFT
2025-07-30,515.1699829101562,515.9500122070312,509.44000244140625,513.239990234375,26380400,509.1729431152344,MSFT
2025-07-31,555.22998046875,555.4500122070312,531.9000244140625,533.5,51617300,529.2723999023438,MSFT
