date,adj close,close,high,low,open,volume,symbol,sma_20,sma_50,ema_12,ema_26,rsi_14,atr_14,momentum_5
2025-12-08,488.8430480957031,491.0199890136719,492.29998779296875,484.3800048828125,484.8900146484375,21965900,MSFT,,,,,,0.0,
2025-12-09,489.8385925292969,492.0199890136719,492.1199951171875,488.5,489.1000061035156,14696100,MSFT,,,,,,0.0,
2025-12-10,476.4382629394531,478.55999755859375,484.25,475.0799865722656,484.0299987792969,35756200,MSFT,,,,,,0.0,
2025-12-11,481.3265075683594,483.4700012207031,486.0299987792969,475.8599853515625,476.6300048828125,24669200,MSFT,,,,,,0.0,
2025-12-12,476.4084167480469,478.5299987792969,482.45001220703125,476.3399963378906,479.82000732421875,21248100,MSFT,,,,,,0.0,
2025-12-15,472.7148742675781,474.82000732421875,480.7200012207031,472.5199890136719,480.1000061035156,23727700,MSFT,,,,,,0.0,-0.032992509575821116
2025-12-16,474.2779235839844,476.3900146484375,477.8900146484375,470.8800048828125,471.9100036621094,20705600,MSFT,,,,,,0.0,-0.031766949949669776
2025-12-17,474.00909423828125,476.1199951171875,480.0,475.0,476.9100036621094,24527200,MSFT,,,,,,0.0,-0.0050986343485750485
2025-12-18,481.8342590332031,483.9800109863281,489.6000061035156,477.8900146484375,478.19000244140625,28573500,MSFT,,,,,,0.0,0.001054894335402956
2025-12-19,483.7656555175781,485.9200134277344,487.8500061035156,482.489990234375,487.3599853515625,70836100,MSFT,,,,,,0.0,0.015443158563285486
2025-12-22,482.7701110839844,484.9200134277344,488.7300109863281,482.69000244140625,486.1199951171875,16963000,MSFT,,,,,,0.0,0.021271231093299425
2025-12-23,484.6915588378906,486.8500061035156,487.8299865722656,484.739990234375,484.9800109863281,14683600,MSFT,,,484.00107292927316,,,0.0,0.021956781488791988
2025-12-24,485.8563232421875,488.0199890136719,489.1600036621094,484.8299865722656,485.67999267578125,5855900,MSFT,,,484.6193677114884,,,0.0,0.024993686504502843
2025-12-26,485.5477294921875,487.7099914550781,488.1199951171875,485.9599914550781,486.7099914550781,8842200,MSFT,,,485.0948482874253,,52.940538093887135,7.175005231584821,0.0077068895079952515
2025-12-29,484.9404296875,487.1000061035156,488.3500061035156,484.17999267578125,484.8599853515625,10893400,MSFT,,,485.40333410528535,,51.59198327830077,6.960362959881218,0.002428368132971981
2025-12-30,485.3187561035156,487.4800109863281,489.67999267578125,485.5,485.92999267578125,13944500,MSFT,,,485.722822856215,,52.40536186864197,6.761765082445506,0.005279216134013609
2025-12-31,481.4758605957031,483.6199951171875,488.1400146484375,483.29998779296875,487.8399963378906,15601600,MSFT,,,485.39931089636457,,44.26853313588335,6.6244980662328805,-0.00663450949128952
2026-01-02,470.84320068359375,472.94000244140625,484.6600036621094,470.1600036621094,484.3900146484375,25571600,MSFT,,,483.4824942109864,,30.2661230591806,7.1870339186448176,-0.030900346116443878
2026-01-05,470.75360107421875,472.8500061035156,476.07000732421875,469.5,474.05999755859375,25250300,MSFT,,,481.84672680983704,,30.17949507744791,7.142960590471526,-0.030468896704838655
2026-01-06,476.3885192871094,478.510009765625,478.739990234375,469.75,473.79998779296875,23037700,MSFT,482.54150238037107,,481.33338572611217,,41.51678384179088,7.274891279321774,-0.017634974810624704
2026-01-07,481.3265075683594,483.4700012207031,489.70001220703125,477.95001220703125,479.760009765625,25564200,MSFT,482.1640029907227,,481.66209580220305,,49.2879514707198,7.594541902227362,-0.008225998349166042
2026-01-08,475.9902648925781,478.1099853515625,482.6600036621094,475.8599853515625,481.239990234375,18162600,MSFT,481.4685028076172,,481.1156172713353,,42.68681631023301,7.595647185578309,-0.011393262936305715
2026-01-09,477.15509033203125,479.2799987792969,479.82000732421875,472.20001220703125,474.05999755859375,18491000,MSFT,481.50450286865237,,480.83321442640624,,44.436177261116256,7.597386323550394,0.01340549817135872
2026-01-12,475.06439208984375,477.17999267578125,480.989990234375,475.67999267578125,476.6700134277344,23519900,MSFT,481.19000244140625,,480.2711803109255,,41.96057581395419,7.434001411767776,0.009157209509092601
2026-01-13,468.5832824707031,470.6700134277344,475.7799987792969,465.95001220703125,474.67999267578125,28545800,MSFT,480.7970031738281,,478.79407771351146,,35.380233803969645,7.705142772980792,-0.016384184610329644
2026-01-14,457.3433532714844,459.3800048828125,468.20001220703125,457.1700134277344,466.4599914550781,28184300,MSFT,480.02500305175784,,475.80729727801935,480.11985465734244,27.3652050646874,8.119061146339307,-0.049827282514047
2026-01-15,454.6354064941406,456.6600036621094,464.25,455.8999938964844,464.1199951171875,23225800,MSFT,479.0385025024414,,472.8615597986486,478.3820879169548,25.846063309729573,8.135557214709044,-0.04486411567765225
